frame_index,video_time_seconds,inference_ms,raw_detection_count,duplicate_boxes_removed,before_counted,after_counted,before_ignored,after_ignored,before_max_density,after_max_density,boundary_status_overrides
12210,407.0,467.367,3,0,3,3,0,0,1.1765,1.1765,0
12240,408.0,475.915,3,0,3,3,0,0,1.1765,1.1765,0
12270,409.0,464.895,3,0,3,3,0,0,1.1765,1.1765,0
12300,410.0,505.049,3,0,3,3,0,0,1.1765,1.1765,0
12330,411.0,474.352,3,0,3,3,0,0,1.1765,1.1765,0
12360,412.0,722.385,3,0,3,3,0,0,1.1765,1.1765,0
12390,413.0,1198.267,3,0,3,3,0,0,1.1765,1.1765,0
12420,414.0,1244.817,3,0,3,3,0,0,1.1765,1.1765,0
12450,415.0,858.228,3,0,3,3,0,0,1.1765,1.1765,0
12480,416.0,951.235,3,0,3,3,0,0,1.1765,1.1765,0
12510,417.0,739.508,3,0,3,3,0,0,1.1765,1.1765,0
12540,418.0,601.048,3,0,3,3,0,0,1.1765,1.1765,0
12570,419.0,703.129,3,0,3,3,0,0,1.1765,1.1765,0
12600,420.0,709.752,3,0,3,3,0,0,1.1765,1.1765,0
12630,421.0,623.155,3,0,3,3,0,0,1.1765,1.1765,0
12660,422.0,551.723,3,0,3,3,0,0,1.1765,1.1765,0
12690,423.0,545.914,3,0,3,3,0,0,1.1765,1.1765,0
12720,424.0,587.237,3,0,3,3,0,0,1.1765,1.1765,0
12750,425.0,604.0,3,0,3,3,0,0,1.1765,1.1765,0
12780,426.0,900.683,3,0,3,3,0,0,1.1765,1.1765,0
12810,427.0,713.878,3,0,3,3,0,0,1.1765,1.1765,0
12840,428.0,668.627,3,0,3,3,0,0,1.1765,1.1765,0
12870,429.0,731.989,3,0,3,3,0,0,1.1765,1.1765,0
12900,430.0,799.688,3,0,3,3,0,0,1.1765,1.1765,0
12930,431.0,1218.461,3,0,3,3,0,0,1.1765,1.1765,0
12960,432.0,1608.743,3,0,3,3,0,0,1.1765,1.1765,0
12990,433.0,803.547,3,0,3,3,0,0,1.0,1.0,0
13020,434.0,706.919,3,0,3,3,0,0,1.0,1.0,0
13050,435.0,658.531,3,0,3,3,0,0,1.0,1.0,0
13080,436.0,734.651,3,0,3,3,0,0,1.0,1.0,0
13110,437.0,574.698,3,0,3,3,0,0,1.0,1.0,0
13140,438.0,1616.766,3,0,3,3,0,0,1.0,1.0,0
13170,439.0,1034.41,3,0,3,3,0,0,1.0,1.0,0
13200,440.0,858.986,3,0,3,3,0,0,1.0,1.0,0
13230,441.0,1429.612,3,0,3,3,0,0,1.0,1.0,0
13260,442.0,1094.088,3,0,3,3,0,0,1.0,1.0,0
13290,443.0,764.922,3,0,3,3,0,0,1.0,1.0,0
13320,444.0,669.059,3,0,3,3,0,0,1.0,1.0,0
13350,445.0,667.471,3,0,3,3,0,0,1.0,1.0,0
13380,446.0,631.383,3,0,3,3,0,0,1.0,1.0,0
13410,447.0,663.65,3,0,3,3,0,0,1.0,1.0,0
13440,448.0,508.057,3,0,3,3,0,0,1.0,1.0,0
13470,449.0,605.569,3,0,3,3,0,0,1.0,1.0,0
13500,450.0,597.974,3,0,3,3,0,0,1.0,1.0,0
13530,451.0,526.453,3,0,3,3,0,0,1.0,1.0,0
13560,452.0,558.041,3,0,3,3,0,0,1.0,1.0,0
13590,453.0,611.209,3,0,3,3,0,0,1.0,1.0,0
13620,454.0,689.586,3,0,3,3,0,0,1.0,1.0,0
13650,455.0,614.538,3,0,3,3,0,0,1.0,1.0,0
13680,456.0,537.141,3,0,3,3,0,0,1.0,1.0,0
13710,457.0,684.015,3,0,3,3,0,0,1.0,1.0,0
13740,458.0,902.882,3,0,3,3,0,0,1.0,1.0,0
13770,459.0,955.076,3,0,3,3,0,0,1.0,1.0,0
13800,460.0,1363.096,3,0,3,3,0,0,1.0,1.0,0
13830,461.0,1168.534,3,0,3,3,0,0,1.0,1.0,0
13860,462.0,796.939,3,0,3,3,0,0,1.0,1.0,0
13890,463.0,788.994,3,0,3,3,0,0,1.0,1.0,0
13920,464.0,617.149,3,0,3,3,0,0,1.0,1.0,0
13950,465.0,720.139,3,0,3,3,0,0,1.0,1.0,0
13980,466.0,660.438,3,0,3,3,0,0,1.0,1.0,0
14010,467.0,601.353,3,0,3,3,0,0,1.0,1.0,0
14040,468.0,556.209,3,0,3,3,0,0,1.0,1.0,0
14070,469.0,644.833,3,0,3,3,0,0,1.0,1.0,0
14100,470.0,564.683,3,0,3,3,0,0,1.0,1.0,0
14130,471.0,561.459,3,0,3,3,0,0,1.0,1.0,0
14160,472.0,679.214,3,0,3,3,0,0,1.0,1.0,0
14190,473.0,658.119,3,0,3,3,0,0,1.0,1.0,0
14220,474.0,688.65,3,0,3,3,0,0,1.0,1.0,0
14250,475.0,546.956,3,0,3,3,0,0,2.0,2.0,0
14280,476.0,652.963,3,0,3,3,0,0,1.1765,1.1765,0
14310,477.0,719.984,3,0,3,3,0,0,1.1765,1.1765,0
14340,478.0,777.238,3,0,3,3,0,0,1.1765,1.1765,0
14370,479.0,577.353,3,0,3,3,0,0,1.1765,1.1765,0
14400,480.0,530.921,3,0,3,3,0,0,1.1765,1.1765,0
14430,481.0,659.41,3,0,3,3,0,0,2.0,2.0,0
14460,482.0,806.294,3,0,3,3,0,0,1.1765,1.1765,0
14490,483.0,885.782,2,0,2,2,0,0,1.0,1.0,0
14520,484.0,595.396,3,0,3,3,0,0,1.0,1.0,0
14550,485.0,490.815,3,0,3,3,0,0,1.0,1.0,0
14580,486.0,681.604,3,0,3,3,0,0,1.0,1.0,0
14610,487.0,679.695,3,0,3,3,0,0,1.0,1.0,0
14640,488.0,660.563,3,0,3,3,0,0,1.0,1.0,0
14670,489.0,546.528,3,0,3,3,0,0,1.0,1.0,0
14700,490.0,721.306,3,0,3,3,0,0,1.0,1.0,0
14730,491.0,618.232,3,0,3,3,0,0,1.0,1.0,0
14760,492.0,599.003,3,0,3,3,0,0,1.0,1.0,0
14790,493.0,706.958,3,0,3,3,0,0,1.0,1.0,0
14820,494.0,668.268,4,0,4,4,0,0,1.0,1.0,0
14850,495.0,802.374,3,0,3,3,0,0,1.0,1.0,0
14880,496.0,1099.584,3,0,3,3,0,0,1.0,1.0,0
14910,497.0,924.585,3,0,3,3,0,0,1.0,1.0,0
14940,498.0,819.634,4,0,4,4,0,0,1.0,1.0,0
14970,499.0,649.404,3,0,3,3,0,0,1.0,1.0,0
15000,500.0,661.409,3,0,3,3,0,0,1.0,1.0,0
15030,501.0,651.703,3,0,3,3,0,0,1.0,1.0,0
15060,502.0,654.444,3,0,3,3,0,0,1.0,1.0,0
15090,503.0,703.18,3,0,3,3,0,0,1.0,1.0,0
15120,504.0,582.103,3,0,3,3,0,0,1.0,1.0,0
15150,505.0,578.459,3,0,3,3,0,0,1.0,1.0,0
15180,506.0,504.518,3,0,3,3,0,0,1.0,1.0,0
15210,507.0,693.39,3,0,3,3,0,0,1.0,1.0,0
15240,508.0,684.046,3,0,3,3,0,0,1.0,1.0,0
15270,509.0,720.341,3,0,3,3,0,0,1.0,1.0,0
15300,510.0,679.822,3,0,3,3,0,0,1.0,1.0,0
15330,511.0,784.379,3,0,3,3,0,0,1.0,1.0,0
15360,512.0,597.284,3,0,3,3,0,0,1.0,1.0,0
15390,513.0,636.896,3,0,3,3,0,0,1.0,1.0,0
15420,514.0,731.571,3,0,3,3,0,0,1.0,1.0,0
15450,515.0,728.78,3,0,3,3,0,0,1.0,1.0,0
15480,516.0,759.756,3,0,3,3,0,0,1.0,1.0,0
15510,517.0,602.709,3,0,3,3,0,0,1.0,1.0,0
15540,518.0,734.034,2,0,2,2,0,0,1.0,1.0,0
15570,519.0,708.221,1,0,1,1,0,0,1.0,1.0,0
15600,520.0,784.243,1,0,1,1,0,0,1.0,1.0,0
15630,521.0,623.817,1,0,1,1,0,0,1.0,1.0,0
15660,522.0,557.384,1,0,1,1,0,0,1.0,1.0,0
15690,523.0,720.573,3,0,3,3,0,0,1.0,1.0,0
15720,524.0,700.259,3,0,3,3,0,0,1.0,1.0,0
15750,525.0,728.855,3,0,3,3,0,0,1.0,1.0,0
15780,526.0,572.107,3,0,3,3,0,0,1.0,1.0,0
15810,527.0,553.871,3,0,3,3,0,0,1.0,1.0,0
15840,528.0,704.312,3,0,3,3,0,0,1.0,1.0,0
15870,529.0,709.876,3,0,3,3,0,0,1.0,1.0,0
15900,530.0,763.551,3,0,3,3,0,0,1.0,1.0,0
15930,531.0,552.03,3,0,3,3,0,0,1.0,1.0,0
15960,532.0,926.908,3,0,3,3,0,0,1.0,1.0,0
15990,533.0,806.972,3,0,3,3,0,0,1.0,1.0,0
16020,534.0,924.164,3,0,3,3,0,0,1.0,1.0,0
16050,535.0,713.873,3,0,3,3,0,0,1.0,1.0,0
16080,536.0,698.541,3,0,3,3,0,0,1.0,1.0,0
16110,537.0,550.508,3,0,3,3,0,0,1.0,1.0,0
16140,538.0,536.731,3,0,3,3,0,0,1.0,1.0,0
16170,539.0,530.233,3,0,3,3,0,0,1.0,1.0,0
16200,540.0,541.492,3,0,3,3,0,0,1.0,1.0,0
16230,541.0,521.95,3,0,3,3,0,0,1.0,1.0,0
16260,542.0,538.483,3,0,3,3,0,0,1.0,1.0,0
16290,543.0,530.353,3,0,3,3,0,0,1.0,1.0,0
16320,544.0,523.517,3,0,3,3,0,0,1.0,1.0,0
16350,545.0,537.821,3,0,3,3,0,0,1.0,1.0,0
16380,546.0,531.875,3,0,3,3,0,0,1.0,1.0,0
16410,547.0,529.37,3,0,3,3,0,0,1.0,1.0,0
16440,548.0,532.648,3,0,3,3,0,0,1.0,1.0,0
16470,549.0,525.692,3,0,3,3,0,0,1.0,1.0,0
16500,550.0,533.634,3,0,3,3,0,0,1.0,1.0,0
16530,551.0,526.82,3,0,3,3,0,0,1.0,1.0,0
16560,552.0,524.924,3,0,3,3,0,0,1.0,1.0,0
16590,553.0,521.865,3,0,3,3,0,0,1.0,1.0,0
16620,554.0,524.189,3,0,3,3,0,0,1.0,1.0,0
16650,555.0,520.464,3,0,3,3,0,0,1.0,1.0,0
16680,556.0,532.504,3,0,3,3,0,0,1.0,1.0,0
16710,557.0,516.441,3,0,3,3,0,0,1.0,1.0,0
16740,558.0,521.66,3,0,3,3,0,0,1.0,1.0,0
16770,559.0,531.633,3,0,3,3,0,0,1.0,1.0,0
16800,560.0,660.368,3,0,3,3,0,0,1.0,1.0,0
16830,561.0,586.406,3,0,3,3,0,0,1.0,1.0,0
16860,562.0,565.736,3,0,3,3,0,0,1.0,1.0,0
16890,563.0,549.338,3,0,3,3,0,0,1.0,1.0,0
16920,564.0,585.393,3,0,3,3,0,0,1.0,1.0,0
16950,565.0,597.08,3,0,3,3,0,0,1.0,1.0,0
16980,566.0,565.163,3,0,3,3,0,0,1.0,1.0,0
17010,567.0,591.688,3,0,3,3,0,0,1.0,1.0,0
17040,568.0,623.49,3,0,3,3,0,0,2.0,2.0,0
17070,569.0,606.889,3,0,3,3,0,0,1.0,1.0,0
17100,570.0,551.261,3,0,3,3,0,0,1.0,1.0,0
17130,571.0,552.204,3,0,3,3,0,0,1.0,1.0,0
17160,572.0,531.723,3,0,3,3,0,0,1.0,1.0,0
17190,573.0,547.38,3,0,3,3,0,0,1.0,1.0,0
17220,574.0,536.215,3,0,3,3,0,0,1.1765,1.1765,0
17250,575.0,535.821,3,0,3,3,0,0,1.1765,1.1765,0
17280,576.0,747.615,3,0,3,3,0,0,1.1765,1.1765,0
17310,577.0,742.744,3,0,3,3,0,0,1.1765,1.1765,0
17340,578.0,765.588,3,0,3,3,0,0,1.1765,1.1765,0
17370,579.0,626.073,3,0,3,3,0,0,1.1765,1.1765,0
17400,580.0,596.656,3,0,3,3,0,0,1.1765,1.1765,0
17430,581.0,550.692,3,0,3,3,0,0,1.1765,1.1765,0
17460,582.0,528.094,3,0,3,3,0,0,1.1765,1.1765,0
17490,583.0,532.415,3,0,3,3,0,0,1.1765,1.1765,0
17520,584.0,529.016,3,0,3,3,0,0,2.0,2.0,0
17550,585.0,531.199,2,0,2,2,0,0,1.1765,1.1765,0
17580,586.0,545.239,2,0,2,2,0,0,1.0,1.0,0
17610,587.0,541.902,3,0,3,3,0,0,1.0,1.0,0
17640,588.0,552.02,3,0,3,3,0,0,1.0,1.0,0
17670,589.0,553.482,3,0,3,3,0,0,1.0,1.0,0
17700,590.0,544.35,3,0,3,3,0,0,2.0,2.0,0
17730,591.0,542.558,3,0,3,3,0,0,1.0,1.0,0
17760,592.0,554.012,3,0,3,3,0,0,2.0,2.0,0
17790,593.0,565.035,3,0,3,3,0,0,2.0,2.0,0
17820,594.0,557.138,3,0,3,3,0,0,2.0,2.0,0
17850,595.0,568.442,3,0,3,3,0,0,1.0,1.0,0
17880,596.0,548.459,3,0,3,3,0,0,1.0,1.0,0
17910,597.0,530.315,3,0,3,3,0,0,1.0,1.0,0
17940,598.0,536.904,2,0,2,2,0,0,1.0,1.0,0
17970,599.0,566.817,3,0,3,3,0,0,1.0,1.0,0
18000,600.0,528.985,3,0,3,3,0,0,2.0,2.0,0
18030,601.0,530.222,3,0,3,3,0,0,1.0,1.0,0
18060,602.0,528.249,3,0,3,3,0,0,2.0,2.0,0
18090,603.0,530.179,3,0,3,3,0,0,1.0,1.0,0
18120,604.0,534.562,3,0,3,3,0,0,1.0,1.0,0
18150,605.0,525.601,3,0,3,3,0,0,1.0,1.0,0
18180,606.0,538.258,3,0,3,3,0,0,2.0,2.0,0
18210,607.0,523.653,3,0,3,3,0,0,1.0,1.0,0
18240,608.0,539.105,3,0,3,3,0,0,1.0,1.0,0
18270,609.0,529.689,3,0,3,3,0,0,1.0,1.0,0
18300,610.0,523.668,3,0,3,3,0,0,1.0,1.0,0
18330,611.0,521.746,3,0,3,3,0,0,1.0,1.0,0
18360,612.0,533.797,3,0,3,3,0,0,1.0,1.0,0
18390,613.0,518.71,3,0,3,3,0,0,1.0,1.0,0
18420,614.0,534.361,3,0,3,3,0,0,1.0,1.0,0
18450,615.0,521.826,3,0,3,3,0,0,1.0,1.0,0
18480,616.0,520.556,3,0,3,3,0,0,1.0,1.0,0
18510,617.0,536.823,3,0,3,3,0,0,2.0,2.0,0
18540,618.0,528.736,3,0,3,3,0,0,2.0,2.0,0
18570,619.0,528.412,3,0,3,3,0,0,2.0,2.0,0
18600,620.0,542.801,3,0,2,2,1,1,2.0,2.0,0
18630,621.0,707.528,3,0,0,1,3,2,0.0,1.0,1
18660,622.0,716.158,3,0,0,0,3,3,0.0,0.0,0
18690,623.0,797.116,3,0,0,0,3,3,0.0,0.0,0
18720,624.0,637.181,3,0,0,0,3,3,0.0,0.0,0
18750,625.0,647.749,3,0,0,0,3,3,0.0,0.0,0
18780,626.0,559.055,3,0,0,0,3,3,0.0,0.0,0
18810,627.0,555.573,3,0,0,0,3,3,0.0,0.0,0
18840,628.0,555.26,3,0,0,0,3,3,0.0,0.0,0
18870,629.0,542.549,3,0,0,0,3,3,0.0,0.0,0
